KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001102001,T001102002,T001102003,T001102004,T001102005,T001102006,T001102007,T001102008,T001102009,T001102010,T001102011,T001102012,T001102013,T001102014,T001102015,T001102016,T001102017,T001102018,T001102019,T001102020,T001102021,T001102022,T001102023,T001102024,T001102025,T001102026,T001102027,T001102028,T001102029,T001102030,T001102031,T001102032,T001102033,T001102034,T001102035,T001102036,T001102037,T001102038,T001102039,T001102040,T001102041,T001102042,T001102043,T001102044,T001102045,T001102046,T001102047,T001102048,T001102049,T001102050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
5338726012,2,5338726011,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338726013,0,,,29,16,13,4,3,1,25,13,12,17,9,8,25,13,12,25,13,12,8,4,4,2,1,1,1,1,0,0,0,0,0,0,0,14,14,3,9,1,0,1,0,0,11,11,0,1,6,0,3,2
5338726014,0,,,18,10,8,4,3,1,14,7,7,8,4,4,14,7,7,14,7,7,6,3,3,4,2,2,0,0,0,0,0,0,0,0,0,6,6,0,2,2,2,0,0,0,6,6,0,1,3,0,0,1
5338726021,0,,,26,14,12,1,0,1,25,14,11,11,7,4,25,14,11,25,14,11,14,7,7,6,4,2,0,0,0,0,0,0,0,0,0,12,12,2,6,4,0,0,0,0,10,10,0,0,8,0,2,4
5338726022,0,,,11,4,7,0,0,0,11,4,7,2,0,2,11,4,7,11,4,7,9,4,5,5,3,2,2,1,1,0,0,0,0,0,0,7,7,4,2,1,0,0,0,0,3,3,0,0,7,0,4,2
5338726023,0,,,40,19,21,2,1,1,36,17,19,19,7,12,36,17,19,36,17,19,17,10,7,2,2,0,0,0,0,0,0,0,0,0,0,18,18,1,13,3,1,0,0,0,15,15,0,1,11,0,0,6
5338726024,0,,,20,11,9,0,0,0,20,11,9,8,5,3,20,11,9,20,11,9,12,6,6,6,3,3,2,1,1,0,0,0,1,0,1,11,11,4,6,0,1,0,0,0,6,5,1,0,7,0,2,4
5338726032,0,,,24,11,13,0,0,0,24,11,13,12,5,7,24,11,13,24,11,13,12,6,6,4,2,2,0,0,0,0,0,0,2,2,0,11,11,0,9,2,0,0,0,0,10,10,0,0,7,0,0,5
5338726033,2,5338726034,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338726034,1,,5338726033,16,8,8,4,2,2,16,7,9,8,4,4,16,7,9,16,7,9,8,3,5,1,0,1,0,0,0,0,0,0,0,0,0,6,6,2,5,0,2,0,0,0,7,7,0,1,5,0,1,3
5338726041,1,,5338726042,26,10,16,4,0,4,24,11,13,13,4,9,24,11,13,24,11,13,11,7,4,2,1,1,0,0,0,0,0,0,1,0,1,12,12,5,5,2,1,1,0,0,8,8,0,1,7,0,0,3
5338726042,2,5338726041,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338726043,0,,,8,4,4,0,0,0,8,4,4,3,2,1,8,4,4,8,4,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,3,0,0,0,0,0,3,3,0,0,4,0,2,1
5338726112,0,,,16,6,10,5,1,4,11,5,6,8,4,4,11,5,6,11,5,6,3,1,2,2,1,1,1,1,0,0,0,0,0,0,0,6,6,1,2,1,2,0,0,0,5,5,0,2,2,0,1,1
5338726113,0,,,12,6,6,0,0,0,12,6,6,6,3,3,10,5,5,10,5,5,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,5,5,1,3,0,0,1,0,0,4,3,1,0,5,0,1,2
5338726114,0,,,84,41,43,9,3,6,72,36,36,35,18,17,72,36,36,72,36,36,37,18,19,11,7,4,2,1,1,0,0,0,0,0,0,35,35,10,9,9,6,1,0,0,24,21,3,2,24,0,6,5
5338726121,0,,,37,21,16,6,3,3,31,18,13,23,13,10,30,17,13,30,17,13,8,5,3,1,1,0,0,0,0,0,0,0,0,0,0,16,16,3,8,3,1,1,0,0,13,12,1,1,6,0,1,1
5338726122,0,,,26,13,13,5,3,2,21,10,11,11,6,5,20,10,10,20,10,10,10,4,6,4,1,3,0,0,0,0,0,0,1,1,0,12,12,4,5,1,1,1,0,0,8,8,0,1,7,0,3,3
5338726123,0,,,63,31,32,4,2,2,59,29,30,32,17,15,59,29,30,58,28,30,27,12,15,8,3,5,2,1,1,0,0,0,0,0,0,26,26,1,17,4,4,0,0,0,24,21,3,2,17,0,1,10
5338726124,0,,,67,32,35,1,0,1,65,31,34,35,16,19,65,31,34,65,31,34,30,15,15,8,4,4,2,0,2,0,0,0,1,1,0,42,42,18,23,1,0,0,0,0,23,23,0,1,21,0,7,10
5338726132,0,,,26,12,14,1,0,1,25,12,13,5,2,3,25,12,13,25,12,13,20,10,10,9,4,5,0,0,0,0,0,0,0,0,0,12,12,1,9,1,1,0,0,0,11,10,1,1,11,0,1,9
5338726211,2,5338726213,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338726213,1,,5338726211,39,22,17,0,0,0,45,24,21,15,8,7,45,24,21,45,24,21,30,16,14,8,6,2,2,1,1,1,1,0,1,1,0,23,23,9,18,0,0,0,0,0,18,18,0,0,19,0,6,12
5338726222,2,5338726224,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338726223,0,,,58,27,31,3,1,2,54,25,29,28,12,16,54,25,29,54,25,29,26,13,13,9,4,5,2,0,2,0,0,0,0,0,0,28,28,6,16,4,2,0,0,0,21,19,2,1,17,0,3,10
5338726224,1,,5338726222,28,14,14,7,6,1,29,13,16,10,4,6,28,13,15,28,13,15,19,9,10,11,7,4,0,0,0,0,0,0,3,1,2,12,12,1,9,1,2,0,1,0,13,13,0,1,11,0,1,8
5338726241,0,,,19,8,11,3,1,2,16,7,9,8,3,5,15,7,8,15,7,8,8,4,4,1,1,0,0,0,0,0,0,0,0,0,0,9,9,3,4,0,2,0,0,0,5,5,0,1,6,0,2,2
5338726243,0,,,16,7,9,0,0,0,12,5,7,1,0,1,12,5,7,12,5,7,11,5,6,7,3,4,1,0,1,1,0,1,0,0,0,8,8,2,4,2,0,0,0,0,5,4,1,0,5,0,0,3
5338726244,0,,,11,6,5,2,1,1,9,5,4,3,2,1,8,4,4,8,4,4,6,3,3,4,2,2,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,1,0,0,4,4,0,0,3,0,0,3
5338726313,0,,,31,15,16,6,3,3,25,12,13,19,9,10,25,12,13,25,12,13,6,3,3,3,2,1,1,0,1,0,0,0,0,0,0,12,12,0,8,1,3,0,0,0,12,11,1,2,4,0,0,3
5338726314,1,,5338726332,21,10,11,3,1,2,22,12,10,8,4,4,22,12,10,22,12,10,14,8,6,4,2,2,1,0,1,0,0,0,0,0,0,11,11,4,9,1,0,0,0,0,10,10,0,0,8,0,2,6
5338726323,1,,5338726341,31,17,14,5,3,2,28,15,13,12,6,6,26,14,12,26,14,12,16,9,7,9,4,5,1,0,1,0,0,0,0,0,0,14,14,4,9,0,0,1,1,0,11,10,1,0,11,0,3,6
5338726332,2,5338726314,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338726341,2,5338726323,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338727021,2,5338727023,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338727023,1,,5338727021,6,2,4,2,0,2,9,4,5,4,2,2,9,4,5,9,4,5,5,2,3,1,0,1,1,0,1,0,0,0,5,2,3,2,2,0,2,1,1,0,0,0,4,3,1,1,3,0,0,1
5338727032,1,,5338727034;5338727041;5338727044,13,8,5,2,2,0,21,11,10,8,5,3,21,11,10,21,11,10,13,6,7,4,2,2,0,0,0,0,0,0,1,1,0,5,5,3,7,1,1,0,0,0,9,9,0,1,7,1,1,5
5338727034,2,5338727032,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338727041,2,5338727032,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338727044,2,5338727032,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338727114,1,,5338727122;5338727124,13,7,6,2,1,1,50,31,19,50,31,19,50,31,19,28,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,2,3,0,0,0,0,5,5,0,2,0,3,0,0
5338727122,2,5338727114,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338727124,2,5338727114,,36,24,12,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338727131,0,,,13,5,8,5,1,4,8,4,4,7,3,4,8,4,4,8,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,2,0,0,0,4,4,0,0,1,0,0,0
5338727221,0,,,35,17,18,2,1,1,33,16,17,15,7,8,32,16,16,32,16,16,18,9,9,8,4,4,0,0,0,0,0,0,0,0,0,16,16,2,11,2,0,1,0,0,14,13,1,0,10,0,2,7
5338727222,0,,,10,6,4,0,0,0,10,6,4,4,3,1,10,6,4,10,6,4,6,3,3,3,2,1,0,0,0,0,0,0,0,0,0,5,5,1,3,1,0,0,0,0,4,4,0,0,4,0,1,2
5338727332,1,,5338727334,13,7,6,0,0,0,15,8,7,4,2,2,15,8,7,15,8,7,11,6,5,7,4,3,2,2,0,0,0,0,0,0,0,7,7,6,3,2,0,0,0,0,5,4,1,0,6,0,1,3
5338727334,2,5338727332,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338727341,0,,,15,9,6,2,1,1,11,7,4,5,3,2,11,7,4,11,7,4,6,4,2,3,2,1,1,1,0,0,0,0,0,0,0,9,9,5,3,0,1,0,0,0,4,4,0,1,4,0,2,2
5338727344,0,,,20,10,10,0,0,0,20,10,10,7,3,4,20,10,10,20,10,10,13,7,6,5,2,3,0,0,0,0,0,0,0,0,0,12,12,4,8,0,0,0,0,0,6,6,0,0,9,0,3,4
5338727411,2,5338727441,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338727412,2,5338727441,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338727433,0,,,19,12,7,0,0,0,19,12,7,11,7,4,18,11,7,17,11,6,8,5,3,5,3,2,0,0,0,0,0,0,0,0,0,12,12,7,4,0,1,0,0,0,5,5,0,0,5,0,2,3
5338727441,1,,5338727411;5338727412;5338727544,11,6,5,0,0,0,20,10,10,12,7,5,20,10,10,20,10,10,8,3,5,3,1,2,1,0,1,0,0,0,1,1,0,8,8,8,7,0,0,0,0,0,7,7,0,0,6,0,2,2
5338727544,2,5338727441,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338727633,1,,5338729924,9,4,5,0,0,0,11,5,6,4,2,2,11,5,6,11,5,6,7,3,4,1,0,1,1,0,1,0,0,0,0,0,0,6,6,5,3,0,0,0,0,0,3,3,0,0,5,0,2,3
5338728012,2,5338728021,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338728013,2,5338728021,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338728021,1,,5338728012;5338728013,7,5,2,0,0,0,11,7,4,9,6,3,11,7,4,11,7,4,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,3,3,2,2,0,0,1,0,0,3,2,1,0,2,0,1,0
5338728022,0,,,10,4,6,1,0,1,9,4,5,9,4,5,8,3,5,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,0,0,0,3,3,0,1,0,0,0,0
5338728143,0,,,12,6,6,0,0,0,10,5,5,5,3,2,10,5,5,10,5,5,5,2,3,3,1,2,1,0,1,0,0,0,0,0,0,8,8,4,4,0,0,0,0,0,4,4,0,0,3,0,1,2
5338728144,0,,,13,8,5,2,2,0,10,5,5,8,4,4,10,5,5,10,5,5,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,6,1,4,0,1,0,0,0,5,5,0,1,1,0,0,1
5338728232,2,5338728234,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338728233,2,5338728234,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338728234,1,,5338728232;5338728233;5338728241;5338728242,5,2,3,0,0,0,19,9,10,8,4,4,19,9,10,19,9,10,11,5,6,4,1,3,1,0,1,1,0,1,1,1,0,3,3,7,7,1,0,0,0,0,8,7,1,0,6,0,1,4
5338728241,2,5338728234,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338728242,2,5338728234,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338728313,2,5338728331,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338728314,2,5338728331,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338728331,1,,5338728313;5338728314,4,2,2,0,0,0,9,5,4,4,2,2,8,4,4,8,4,4,5,3,2,2,2,0,0,0,0,0,0,0,1,1,0,2,2,2,3,1,0,0,0,0,4,4,0,0,3,0,0,3
5338729114,2,5338729132,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338729121,1,,5338729123,8,4,4,0,0,0,9,5,4,2,1,1,9,5,4,9,5,4,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,0,0,0,0,3,3,0,0,4,0,0,3
5338729123,2,5338729121,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338729132,1,,5338729114,14,8,6,0,0,0,15,9,6,5,3,2,14,8,6,14,8,6,10,6,4,4,4,0,0,0,0,0,0,0,0,0,0,10,10,7,3,2,0,0,0,0,5,5,0,0,6,0,2,3
5338729211,2,5338729232,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338729212,2,5338729232,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338729214,2,5338729232,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338729221,1,,5338729224,3,1,2,0,0,0,8,4,4,1,0,1,8,4,4,8,4,4,7,4,3,2,1,1,0,0,0,0,0,0,0,0,0,2,2,2,4,0,0,0,0,0,3,3,0,0,5,0,2,3
5338729224,2,5338729221,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338729232,1,,5338729211;5338729212;5338729214,10,4,6,0,0,0,16,6,10,6,2,4,16,6,10,16,6,10,10,4,6,4,2,2,1,1,0,0,0,0,1,0,1,6,6,7,4,1,0,0,0,0,5,5,0,0,6,0,2,3
5338729242,2,5338729244,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338729244,1,,5338729242,6,3,3,1,0,1,9,5,4,6,3,3,9,5,4,9,5,4,3,2,1,2,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,2,0,0,0,0,4,4,0,1,2,0,0,1
5338729313,2,5338729314,,9,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338729314,1,,5338729313;5338729323;5338729341,3,1,2,0,0,0,21,11,10,7,3,4,21,11,10,21,11,10,14,8,6,6,3,3,2,1,1,0,0,0,0,0,0,2,2,9,6,0,0,0,0,0,6,6,0,0,12,0,7,4
5338729323,2,5338729314,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338729341,2,5338729314,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338729924,2,5338727633,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338730414,2,5338730422,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338730421,2,5338730422,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338730422,1,,5338730414;5338730421;5338730424,57,31,26,6,3,3,60,33,27,44,25,19,58,31,27,56,31,25,16,8,8,6,3,3,3,1,2,0,0,0,3,3,0,33,33,21,7,7,3,0,0,0,17,16,1,1,11,6,4,5
5338730424,2,5338730422,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338730442,0,,,16,12,4,0,0,0,15,11,4,11,9,2,15,11,4,15,11,4,4,2,2,1,0,1,1,0,1,0,0,0,0,0,0,13,13,10,3,0,0,0,0,0,3,3,0,0,3,3,1,1
5338730511,0,,,47,15,32,6,1,5,41,14,27,24,7,17,38,14,24,38,14,24,17,7,10,14,6,8,8,4,4,0,0,0,0,0,0,21,21,5,9,5,1,1,0,0,16,13,3,1,12,0,3,3
5338730512,1,,5338730522,18,9,9,1,1,0,21,9,12,12,6,6,21,9,12,21,9,12,9,3,6,4,0,4,1,0,1,0,0,0,0,0,0,9,9,2,7,2,0,0,0,0,9,9,0,0,7,0,1,1
5338730513,1,,5338730531;5338730534,42,20,22,1,0,1,45,21,24,22,11,11,45,21,24,44,21,23,23,10,13,6,3,3,1,0,1,0,0,0,0,0,0,26,26,16,11,1,0,1,0,0,13,12,1,1,16,1,8,6
5338730522,2,5338730512,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338730531,2,5338730513,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338730534,2,5338730513,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338730611,1,,5338730612;5338730613,49,29,20,16,7,9,54,32,22,40,25,15,53,31,22,53,31,22,14,7,7,9,5,4,4,3,1,0,0,0,10,8,2,15,15,2,5,3,2,7,1,0,15,13,2,6,9,0,1,4
5338730612,2,5338730611,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338730613,2,5338730611,,12,7,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338731422,0,,,64,30,34,1,0,1,63,30,33,36,17,19,63,30,33,62,30,32,27,13,14,11,4,7,3,0,3,0,0,0,1,1,0,35,35,12,18,4,1,0,0,0,23,22,1,0,19,0,7,8
5338731423,0,,,26,12,14,0,0,0,26,12,14,10,5,5,25,12,13,25,12,13,16,7,9,4,3,1,0,0,0,0,0,0,0,0,0,13,13,3,7,3,0,0,0,0,10,10,0,0,10,0,2,5
5338731424,0,,,14,6,8,0,0,0,14,6,8,4,1,3,14,6,8,14,6,8,10,5,5,3,1,2,2,1,1,0,0,0,0,0,0,9,9,4,5,0,0,0,0,0,5,5,0,0,6,0,2,4
5338731441,0,,,22,12,10,0,0,0,22,12,10,12,4,8,22,12,10,22,12,10,10,8,2,2,1,1,2,1,1,0,0,0,1,1,0,13,13,6,5,2,0,0,0,0,7,7,0,0,9,0,4,2
5338731512,1,,5338731514;5338731523,32,19,13,0,0,0,35,17,18,27,13,14,35,17,18,35,17,18,8,4,4,1,0,1,0,0,0,0,0,0,0,0,0,28,28,29,4,1,0,0,0,0,5,5,0,0,5,11,1,4
5338731514,2,5338731512,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
